Rk,Name,Age,Tm,IP,G,GR,GF,Wgr,Lgr,SVOpp,SV,BSv,SV%,SVSit,Hold,IR,IS,IS%,1stIP,aLI,LevHi,LevMd,LevLo,Ahd,Tie,Bhd,Runr,Empt,>3o,<3o,IPmult,0DR,Out/GR,Pit/GR,Name-additional
461,Dylan Lee*,29,ATL,59.2,52,52,8,4,2,2,0,2,0%,11,9,18,4,22%,7,.794,12,15,25,28,6,18,13,39,14,11,18,5,3.4,17,leedy01
462,Casey Legumina,27,CIN,9.1,6,6,6,0,0,0,0,0,,0,0,5,2,40%,8,.136,0,0,6,0,0,6,3,3,5,1,5,0,4.7,28,legumca01
463,Brandon Leibrandt*,31,CIN,6.1,2,2,1,0,0,0,0,0,,0,0,0,0,,6,.255,0,0,2,0,0,2,0,2,2,0,2,0,9.5,59,leibrbr01
464,Jack Leiter,24,TEX,35.2,9,3,1,0,1,0,0,0,,0,0,1,0,0%,5,1.027,0,2,1,1,0,2,1,2,3,0,3,0,12.3,70,leiteja01
465,Mark Leiter Jr.,33,TOT,58.0,60,60,7,4,5,3,0,3,0%,18,15,28,7,25%,,1.424,30,8,22,30,16,14,22,38,14,21,16,14,2.9,17,leitema02
466,Mark Leiter Jr.,33,CHC,36.1,39,39,3,2,4,2,0,2,0%,15,13,21,3,14%,8,1.656,25,6,8,22,13,4,15,24,8,14,9,9,2.8,15,leitema02
467,Mark Leiter Jr.,33,NYY,21.2,21,21,4,2,1,1,0,1,0%,3,2,7,4,57%,6,1.085,5,2,14,8,3,10,7,14,6,7,7,5,3.1,21,leitema02
468,Dominic Leone,32,CHW,19.0,23,23,4,0,2,4,0,4,0%,8,4,20,11,55%,7,1.153,8,5,10,9,2,12,11,12,1,9,3,4,2.5,16,leonedo01
469,Matthew Liberatore*,24,STL,86.0,60,54,8,2,2,2,0,2,0%,9,7,33,10,30%,7,.987,10,15,29,14,6,34,22,32,19,16,24,11,3.5,18,liberma01
470,Brendon Little*,27,TOR,45.2,49,49,7,1,2,4,1,3,25%,12,7,26,7,27%,7,.873,10,10,29,22,2,25,16,33,8,14,17,7,2.8,14,littlbr02
471,Luke Little*,23,CHC,26.0,30,29,7,3,1,0,0,0,,3,3,13,5,38%,7,.995,10,5,14,9,8,12,11,18,2,11,7,1,2.6,15,littllu01
472,Jonathan Loáisiga,29,NYY,4.0,3,3,0,1,0,1,0,1,0%,1,0,1,1,100%,6,2.044,2,1,0,1,2,0,1,2,1,0,2,0,4.0,20,loaisjo01
473,Nick Loftin,25,KCR,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.003,0,0,1,0,0,1,0,1,0,0,0,0,3.0,8,loftini01
474,Zach Logue*,28,LAD,2.0,2,2,1,0,0,0,0,0,,0,0,0,0,,8,.140,0,0,2,2,0,0,0,2,1,1,1,1,3.0,22,logueza01
475,Sam Long*,28,KCR,42.2,43,43,5,3,3,2,1,1,50%,9,7,21,7,33%,8,1.040,14,8,21,20,6,17,13,30,8,10,12,3,3.0,16,longsa01
476,Jacob Lopez*,26,TBR,10.1,4,3,1,0,0,0,0,0,,0,0,0,0,,9,.663,0,0,3,0,0,3,0,3,2,0,2,0,5.3,35,lopezja04
477,Jorge López,31,TOT,53.0,52,52,16,2,3,5,4,1,80%,15,10,17,5,29%,,.980,13,16,23,20,5,27,14,38,9,8,9,12,3.1,16,lopezjo02
478,Jorge López,31,NYM,26.1,28,28,8,1,2,2,2,0,100%,8,6,11,4,36%,7,1.237,9,9,10,10,5,13,11,17,4,7,4,8,2.8,16,lopezjo02
479,Jorge López,31,CHC,26.2,24,24,8,1,1,3,2,1,67%,7,4,6,1,17%,9,.710,4,7,13,10,0,14,3,21,5,1,5,4,3.3,15,lopezjo02
480,Reynaldo López,30,ATL,135.2,26,1,0,0,0,0,0,0,,1,1,0,0,,7,.981,1,0,0,1,0,0,0,1,0,0,0,0,3.0,15,lopezre01
481,Michael Lorenzen,32,TOT,130.1,26,2,1,0,0,0,0,0,,0,0,0,0,,,1.026,0,1,1,1,0,1,0,2,2,0,2,1,9.0,44,lorenmi01
482,Michael Lorenzen,32,TEX,101.2,19,1,1,0,0,0,0,0,,0,0,0,0,,5,1.027,0,0,1,0,0,1,0,1,1,0,1,1,12.0,55,lorenmi01
483,Michael Lorenzen,32,KCR,28.2,7,1,0,0,0,0,0,0,,0,0,0,0,,3,1.021,0,1,0,1,0,0,0,1,1,0,1,0,6.0,32,lorenmi01
484,Ryan Loutos,25,STL,2.1,3,3,3,0,0,0,0,0,,0,0,1,1,100%,8,.078,0,0,3,1,0,2,1,2,0,1,0,0,2.3,12,loutory01
485,Richard Lovelady*,28,TOT,34.1,35,35,8,3,6,4,2,2,50%,9,4,17,5,29%,,1.107,9,9,17,11,6,18,13,22,6,9,12,6,2.9,15,lovelri01
486,Richard Lovelady*,28,CHC,5.2,7,7,0,0,1,1,0,1,0%,3,2,3,1,33%,6,1.336,2,3,2,3,1,3,3,4,1,3,3,2,2.4,15,lovelri01
487,Richard Lovelady*,28,TBR,28.2,28,28,8,3,5,3,2,1,67%,6,2,14,4,29%,6,1.053,7,6,15,8,5,15,10,18,5,6,9,4,3.1,15,lovelri01
488,Easton Lucas*,27,TOT,11.2,8,8,2,1,0,0,0,0,,1,1,2,1,50%,,.409,1,2,5,3,1,4,2,6,5,1,6,0,4.4,31,lucasea01
489,Easton Lucas*,27,OAK,3.2,3,3,2,0,0,0,0,0,,0,0,1,0,0%,9,.085,0,0,3,0,0,3,1,2,2,0,2,0,3.7,33,lucasea01
490,Easton Lucas*,27,DET,3.1,3,3,0,1,0,0,0,0,,0,0,1,1,100%,9,.788,1,1,1,2,1,0,1,2,1,1,2,0,3.3,21,lucasea01
491,Easton Lucas*,27,TOR,4.2,2,2,0,0,0,0,0,0,,1,1,0,0,,6,.471,0,1,1,1,0,1,0,2,2,0,2,0,7.0,42,lucasea01
492,Jordan Lyles,33,KCR,5.0,5,5,3,0,0,0,0,0,,0,0,0,0,,9,.031,0,0,5,4,0,1,0,5,0,0,0,2,3.0,14,lylesjo01
493,Daniel Lynch IV*,27,KCR,43.1,16,13,3,2,0,1,1,0,100%,1,0,11,4,36%,7,.740,1,5,7,4,1,8,7,6,10,2,10,1,6.8,30,lynchda02
494,Josh Maciejewski*,28,NYY,7.0,4,4,4,0,0,0,0,0,,0,0,1,1,100%,9,.013,0,0,4,3,0,1,1,3,2,0,2,0,5.3,24,maciejo01
495,Ty Madden,24,DET,23.0,6,5,0,1,1,0,0,0,,0,0,0,0,,2,.889,0,5,0,1,2,2,0,5,5,0,5,0,10.8,63,maddety01
496,Kenta Maeda,36,DET,112.1,29,12,2,1,1,0,0,0,,1,1,3,1,33%,4,.930,0,8,4,4,2,6,2,10,12,0,12,0,10.5,57,maedake01
497,Luke Maile,33,CIN,3.2,3,3,3,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,3,0,0,3,0,3,1,1,1,0,3.7,22,mailelu01
498,Anthony Maldonado,26,MIA,19.0,16,15,6,1,1,2,1,1,50%,2,0,1,1,100%,9,1.212,3,2,10,3,3,9,2,13,2,2,3,4,3.2,17,maldoan01
499,Joe Mantiply*,33,ARI,59.2,75,73,8,6,2,2,1,1,50%,18,16,38,11,29%,7,1.015,23,16,34,35,16,22,28,45,8,37,16,21,2.4,12,mantijo01
500,Ron Marinaccio,28,NYY,23.1,16,16,4,1,0,1,0,1,0%,2,1,10,3,30%,6,.859,4,0,12,6,2,8,8,8,8,0,9,2,4.4,25,marinro01
501,Alec Marsh,26,KCR,129.0,26,1,1,0,0,0,0,0,,0,0,0,0,,9,.914,0,0,1,1,0,0,0,1,0,0,0,0,3.0,24,marshal01
502,José Marte,28,LAA,19.1,14,14,3,0,0,0,0,0,,2,2,10,2,20%,7,.536,2,2,10,3,2,9,6,8,8,1,9,0,4.1,22,martejo01
503,Yunior Marte,29,PHI,26.0,23,23,5,0,0,1,0,1,0%,3,2,3,2,67%,7,.525,5,1,17,8,2,13,2,21,4,2,4,3,3.4,21,marteyu01
504,Chris Martin,38,BOS,44.1,45,45,9,3,1,6,2,4,33%,21,15,4,0,0%,8,1.455,24,8,13,27,10,8,3,42,1,2,1,7,3.0,15,martich02
505,Davis Martin,27,CHW,50.0,11,1,0,0,0,0,0,0,,0,0,0,0,,6,1.049,0,0,1,0,0,1,0,1,1,0,1,0,8.0,60,martida03
506,Justin Martinez,22,ARI,72.2,64,64,28,5,6,10,8,2,80%,19,9,19,7,37%,9,1.602,23,14,27,36,13,15,16,48,19,9,21,14,3.4,18,martiju01
507,Nick Martinez,33,CIN,142.1,42,26,3,5,2,0,0,0,,7,6,10,7,70%,6,.863,6,13,7,12,5,9,8,18,19,1,19,0,6.2,30,martini01
508,Seth Martinez,29,HOU,52.2,44,44,14,3,2,1,1,0,100%,4,3,20,3,15%,8,.610,4,15,25,13,4,27,13,31,14,11,15,6,3.6,19,martise01
509,Phil Maton,31,TOT,64.0,71,71,16,3,3,5,3,2,60%,23,18,21,6,29%,,1.032,23,15,33,35,12,24,16,55,7,18,8,18,2.7,15,matonph01
510,Phil Maton,31,TBR,35.1,40,40,10,1,2,4,2,2,50%,13,9,12,3,25%,8,1.065,14,5,21,19,6,15,9,31,3,9,4,11,2.7,15,matonph01
511,Phil Maton,31,NYM,28.2,31,31,6,2,1,1,1,0,100%,10,9,9,3,33%,8,.987,9,10,12,16,6,9,7,24,4,9,4,7,2.8,15,matonph01
512,Yuki Matsui*,28,SDP,62.2,64,64,14,4,2,4,0,4,0%,13,9,27,5,19%,7,.915,15,18,31,28,7,29,18,46,14,14,18,9,2.9,16,matsuyu01
513,Isaac Mattson,28,PIT,5.1,3,3,1,0,0,0,0,0,,0,0,0,0,,7,.722,0,1,2,0,0,3,0,3,3,0,3,0,5.3,33,mattsis01
514,Steven Matz*,33,STL,44.1,12,5,2,0,0,0,0,0,,0,0,0,0,,9,.881,0,2,3,2,0,3,0,5,4,0,4,0,7.2,35,matzst01
515,Tyler Matzek*,33,ATL,10.0,11,11,1,0,0,0,0,0,,3,3,1,0,0%,8,.577,2,2,7,7,0,4,1,10,1,3,1,0,2.7,16,matzety01
516,Tim Mayza*,32,TOT,42.2,50,50,12,0,2,1,0,1,0%,10,8,18,6,33%,,.657,9,8,33,19,5,26,14,36,5,23,7,10,2.6,15,mayzati01
517,Tim Mayza*,32,TOR,24.2,35,35,8,0,1,1,0,1,0%,10,8,16,6,38%,8,.862,7,8,20,15,3,17,12,23,2,20,2,7,2.1,14,mayzati01
518,Tim Mayza*,32,NYY,18.0,15,15,4,0,1,0,0,0,,0,0,2,0,0%,6,.322,2,0,13,4,2,9,2,13,3,3,5,3,3.6,17,mayzati01
519,James McArthur,27,KCR,56.2,57,57,38,5,7,25,18,7,72%,28,2,25,9,36%,9,1.632,26,11,20,39,6,12,15,42,7,12,10,9,3.0,16,mcartja01
520,James McCann,34,BAL,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,10,mccanja02
521,Darren McCaughan,28,TOT,42.0,12,7,5,0,0,2,2,0,100%,3,1,3,3,100%,,.647,1,2,4,3,0,4,3,4,5,0,5,0,8.9,50,mccauda01
522,Darren McCaughan,28,MIA,36.0,10,5,4,0,0,2,2,0,100%,2,0,3,3,100%,6,.621,1,1,3,2,0,3,3,2,3,0,3,0,8.8,46,mccauda01
523,Darren McCaughan,28,CLE,6.0,2,2,1,0,0,0,0,0,,1,1,0,0,,5,.790,0,1,1,1,0,1,0,2,2,0,2,0,9.0,61,mccauda01
524,Trevor McDonald,23,SFG,3.0,1,1,1,0,0,0,0,0,,0,0,0,0,,7,.032,0,0,1,0,0,1,0,1,1,0,1,0,9.0,39,mcdontr01
525,T.J. McFarland*,35,OAK,56.2,79,79,12,2,4,2,0,2,0%,21,19,66,15,23%,7,.996,29,18,32,29,9,41,41,38,4,47,9,23,2.2,11,mcfartj01
526,Scott McGough,34,ARI,32.2,26,24,7,1,3,2,0,2,0%,3,1,14,4,29%,6,.748,6,6,12,7,3,14,13,11,9,4,11,4,3.7,22,mcgousc01
527,Michael McGreevy,23,STL,23.0,4,1,1,1,0,0,0,0,,0,0,0,0,,7,.678,0,1,0,0,0,1,0,1,1,0,1,0,9.0,38,mcgremi01
528,Zach McKinstry,29,DET,2.0,3,3,3,0,0,0,0,0,,0,0,3,1,33%,12,.070,0,0,3,0,0,3,2,1,0,2,0,0,2.0,8,mckinza01
529,John McMillon,26,MIA,12.0,10,10,5,2,1,0,0,0,,2,2,2,1,50%,7,1.268,4,1,5,3,2,5,4,6,5,1,5,1,3.6,18,mcmiljo01
530,Nick Mears,27,TOT,57.2,54,54,12,1,5,2,0,2,0%,16,14,13,3,23%,,1.213,16,12,26,21,9,24,11,43,13,13,13,5,3.2,19,mearsni01
531,Nick Mears,27,COL,45.1,41,41,11,1,4,2,0,2,0%,10,8,11,2,18%,8,1.315,15,5,21,13,8,20,9,32,11,8,11,4,3.3,20,mearsni01
532,Nick Mears,27,MIL,12.1,13,13,1,0,1,0,0,0,,6,6,2,1,50%,8,.824,1,7,5,8,1,4,2,11,2,5,2,1,2.8,15,mearsni01
533,Victor Mederos,23,LAA,5.1,4,4,1,0,1,1,0,1,0%,1,0,0,0,,8,.939,1,0,3,1,0,3,0,4,2,0,2,0,4.0,27,medervi01
534,James Meeker,29,MIL,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.008,0,0,1,1,0,0,0,1,0,0,0,0,3.0,16,meekeja01
535,Trevor Megill,30,MIL,46.1,48,48,26,1,3,24,21,3,88%,30,6,15,3,20%,9,2.002,34,5,9,36,9,3,9,39,3,5,4,9,2.9,14,megiltr01
536,Tylor Megill,28,NYM,78.0,16,1,0,0,0,0,0,0,,0,0,0,0,,4,.939,0,0,1,0,0,1,0,1,1,0,1,0,6.0,34,megilty01
537,Danny Mendick,30,CHW,1.0,1,1,1,0,0,0,0,0,,0,0,0,0,,9,.000,0,0,1,0,0,1,0,1,0,0,0,0,3.0,15,mendida01
538,Michael Mercado,25,PHI,13.0,5,3,0,0,1,0,0,0,,0,0,0,0,,8,.806,0,1,2,2,0,1,0,3,2,0,2,0,6.3,42,mercami01
539,Julian Merryweather,32,CHC,15.0,15,15,4,1,1,1,0,1,0%,3,2,5,4,80%,8,.883,2,6,7,7,3,5,4,11,2,3,4,1,3.0,18,merryju01
540,Matt Mervis,26,CHC,0.2,1,1,0,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,0,1,0,0,2.0,37,mervima01
541,Erik Miller*,26,SFG,67.1,73,63,11,4,5,3,0,3,0%,18,14,16,5,31%,7,.970,17,18,28,30,9,24,16,47,7,16,9,11,2.7,17,milleer01
542,Mason Miller,25,OAK,65.0,55,55,44,2,2,31,28,3,90%,31,0,8,1,13%,9,1.943,33,7,15,40,12,3,8,47,14,1,14,8,3.5,19,millema03
543,Owen Miller,27,MIL,2.0,1,1,1,0,0,0,0,0,,0,0,0,0,,8,.000,0,0,1,0,0,1,0,1,1,0,1,0,6.0,37,milleow01
544,Ryan Miller,28,LAA,13.0,13,13,5,0,1,1,0,1,0%,2,1,7,3,43%,7,.897,3,2,8,4,1,8,3,10,2,2,2,1,3.0,17,millery01
545,Shelby Miller,33,DET,55.2,51,51,18,6,8,9,2,7,22%,14,5,21,6,29%,8,1.288,22,6,23,24,10,17,13,38,13,9,14,5,3.3,17,millesh01
546,Tyson Miller,28,TOT,62.0,58,58,11,5,1,2,1,1,50%,17,15,37,10,27%,,.968,17,15,26,31,7,20,22,36,17,12,17,8,3.2,16,millety01
547,Tyson Miller,28,SEA,11.2,9,9,2,0,0,0,0,0,,1,1,1,1,100%,8,.407,1,2,6,3,0,6,1,8,3,1,3,0,3.9,18,millety01
548,Tyson Miller,28,CHC,50.1,49,49,9,5,1,2,1,1,50%,16,14,36,9,25%,7,1.101,16,13,20,28,7,14,21,28,14,11,14,8,3.1,16,millety01
549,Hoby Milner*,33,MIL,64.2,61,60,11,5,1,1,1,0,100%,6,5,49,17,35%,7,.901,16,15,29,23,7,30,31,29,21,18,25,12,3.1,17,milneho01
550,A.J. Minter*,30,ATL,34.1,39,39,10,5,4,4,1,3,25%,13,9,13,5,38%,7,1.355,15,9,15,22,8,9,9,30,1,10,1,4,2.6,13,minteaj01
551,Anthony Misiewicz*,29,NYY,1.0,1,1,0,0,0,0,0,0,,0,0,0,0,,9,1.260,0,0,1,0,0,1,0,1,0,0,0,0,3.0,30,misiean01
552,Casey Mize,27,DET,102.1,22,2,0,0,0,0,0,0,,0,0,1,0,0%,5,.921,0,0,2,0,0,2,1,1,2,0,2,0,5.0,39,mizeca01
553,Carmen Mlodzinski,25,PIT,50.2,40,36,5,5,4,2,0,2,0%,7,5,8,2,25%,7,.996,11,10,15,16,8,12,8,28,10,2,11,6,3.7,21,mlodzca01
554,Anthony Molina,22,COL,59.2,35,34,17,1,1,2,0,2,0%,4,2,15,4,27%,8,.382,1,5,28,7,0,27,9,25,19,4,20,0,5.1,30,molinan01
555,Sam Moll*,32,CIN,37.2,48,48,7,3,2,0,0,0,,12,11,22,1,5%,7,.945,14,17,17,24,9,15,15,33,2,19,5,9,2.4,13,mollsa01
556,Keider Montero,23,DET,98.1,19,3,1,0,1,0,0,0,,0,0,2,2,100%,7,.908,1,1,1,0,1,2,1,2,3,0,3,0,12.0,77,monteke01
557,Rafael Montero,33,HOU,38.1,41,41,7,1,2,3,0,3,0%,13,10,9,3,33%,7,.882,8,13,20,20,3,18,6,35,1,7,2,10,2.8,17,montera01
558,Jordan Montgomery*,31,ARI,117.0,25,4,3,0,0,1,1,0,100%,1,0,3,3,100%,5,.890,0,0,4,1,0,3,1,3,4,0,4,0,9.8,53,montgjo01
559,Mason Montgomery*,24,TBR,9.2,9,9,1,0,0,0,0,0,,3,3,2,1,50%,8,.835,2,5,2,4,0,5,1,8,2,3,2,1,3.2,18,montgma01
560,Matt Moore*,35,LAA,48.1,51,51,12,5,3,2,1,1,50%,13,10,12,6,50%,8,.964,14,14,23,18,7,26,7,44,6,12,6,9,2.8,17,moorema02
561,Adrián Morejón*,25,SDP,63.2,60,60,12,3,2,4,2,2,50%,16,12,23,8,35%,7,1.028,13,15,32,30,9,21,19,41,13,19,17,9,3.2,18,morejad01
562,Eli Morgan,28,CLE,42.0,32,32,9,3,0,0,0,0,,3,3,14,4,29%,6,.757,4,11,17,6,5,21,10,22,16,4,19,5,3.9,20,morgael01
563,Kyle Muller*,26,OAK,49.1,21,21,9,0,1,0,0,0,,0,0,8,3,38%,7,.364,1,3,17,3,1,17,7,14,16,0,16,0,7.0,35,mulleky01
564,Andrés Muñoz,25,SEA,59.1,60,60,41,3,7,27,22,5,81%,33,6,26,9,35%,9,1.962,39,9,12,43,15,2,16,44,11,9,11,11,3.0,16,munozan01
565,Roddery Muñoz,24,MIA,82.2,18,1,0,0,0,0,0,0,,0,0,0,0,,4,.880,0,1,0,0,0,1,0,1,1,0,1,0,12.0,87,munozro01
566,Parker Mushinski*,28,HOU,11.0,10,10,2,0,0,0,0,0,,1,1,0,0,,6,.444,0,3,7,2,0,8,0,10,2,3,3,2,3.3,19,mushipa01
567,Tobias Myers,25,MIL,138.0,27,2,0,2,0,0,0,0,,0,0,0,0,,7,.928,0,2,0,0,1,1,0,2,1,0,1,0,7.5,36,myersto01
568,Tommy Nance,33,TOR,22.0,20,20,6,0,3,1,0,1,0%,1,0,3,0,0%,9,.907,4,3,13,6,4,10,3,17,4,2,4,5,3.3,16,nanceto01
569,Andrew Nardi*,25,MIA,49.2,59,59,4,3,2,6,0,6,0%,21,15,36,20,56%,7,1.284,27,17,15,25,11,23,22,37,3,21,5,13,2.5,15,nardian01
570,Nick Nastrini,24,CHW,35.2,9,1,0,0,0,0,0,0,,0,0,3,0,0%,5,.869,0,0,1,0,0,1,1,0,1,0,1,0,10.0,71,nastrni01
571,Jack Neely,24,CHC,6.0,6,6,6,0,0,0,0,0,,0,0,0,0,,9,.118,0,0,6,4,0,2,0,6,0,0,0,2,3.0,16,neelyja01
572,Kyle Nelson*,27,ARI,10.2,11,11,4,0,0,1,0,1,0%,3,2,9,7,78%,8,1.187,4,4,3,4,2,5,5,6,3,5,3,2,2.9,13,nelsoky01
573,Nick Nelson,28,PHI,5.1,4,4,4,0,0,0,0,0,,0,0,1,0,0%,8,.161,0,0,4,2,0,2,1,3,2,1,2,0,4.0,24,nelsoni01
574,Ryne Nelson,26,ARI,150.2,28,3,1,1,0,1,1,0,100%,1,0,2,1,50%,1,.917,0,2,1,1,2,0,2,1,3,0,3,0,13.0,67,nelsory01
575,Héctor Neris,35,TOT,59.1,62,62,36,10,5,23,18,5,78%,31,7,17,4,24%,,2.219,38,8,16,39,17,6,11,51,3,7,4,16,2.9,16,nerishe01
576,Héctor Neris,35,CHC,44.0,46,46,33,8,4,22,17,5,77%,25,3,13,4,31%,9,2.437,33,3,10,30,13,3,6,40,1,5,2,12,2.9,17,nerishe01
577,Héctor Neris,35,HOU,15.1,16,16,3,2,1,1,1,0,100%,6,4,4,0,0%,7,1.552,5,5,6,9,4,3,5,11,2,2,2,4,2.9,14,nerishe01
578,Sean Newcomb*,31,OAK,10.0,7,7,3,1,0,0,0,0,,0,0,2,0,0%,8,.303,1,0,6,0,0,7,1,6,5,1,5,1,4.3,26,newcose01
579,Kyle Nicolas,25,PIT,54.2,51,51,20,2,2,0,0,0,,8,8,19,8,42%,8,.625,9,10,32,14,7,30,13,38,14,14,15,13,3.2,19,nicolky01
580,Vinny Nittoli,33,TOT,12.0,9,9,2,0,1,0,0,0,,1,1,1,0,0%,,.456,0,1,8,2,0,7,1,8,4,1,4,0,4.0,20,nittovi01
581,Vinny Nittoli,33,OAK,8.0,7,7,1,0,1,0,0,0,,1,1,1,0,0%,7,.589,0,1,6,2,0,5,1,6,2,1,2,0,3.4,17,nittovi01
582,Vinny Nittoli,33,BAL,4.0,2,2,1,0,0,0,0,0,,0,0,0,0,,8,.151,0,0,2,0,0,2,0,2,2,0,2,0,6.0,31,nittovi01
583,Dedniel Núñez,28,NYM,35.0,25,25,3,2,0,2,1,1,50%,11,9,13,0,0%,8,.987,6,7,12,17,1,7,9,16,13,5,14,4,4.2,21,nunezde01
584,Riley O'Brien,29,STL,8.0,8,8,4,0,0,1,0,1,0%,1,0,3,2,67%,7,.483,1,0,7,1,0,7,2,6,2,3,2,1,3.0,24,obrieri01
585,Jack O'Loughlin*,24,OAK,9.2,4,4,1,0,0,0,0,0,,1,1,2,2,100%,6,.305,1,0,3,2,0,2,1,3,3,1,3,0,7.3,44,olougja01
